id,date,title,first_name,last_name,party,sex,state,days_until_term_ends,statement
7718e494aa237ef3be0ea1712c752cf4,2009-11-18,FUTURE INVOLVEMENT IN AFGHANISTAN,James,McGovern,Democrat,M,MASSACHUSETTS,411,"The U.S. ambassador in Kabul sent two classified cables to      Washington in the past week expressing deep concerns about      sending more U.S. troops to Afghanistan until President Hamid      Karzai's government demonstrates that it is willing to tackle      the corruption and mismanagement that has fueled the      Taliban's rise, senior U.S. officials said.       Karl W. Eikenberry's memos, sent as President Obama enters      the final stages of his deliberations over a new Afghanistan      strategy, illustrated both the difficulty of the decision and      the deepening divisions within the administration's national      security team. After a top-level meeting on the issue      Wednesday afternoon--Obama's eighth since early last month--     the White House issued a statement that appeared to reflect      Eikenberry's concerns.       ``The President believes that we need to make clear to the      Afghan government that our commitment is not open-ended,''      the statement said. ``After years of substantial investments      by the American people, governance in Afghanistan must      improve in a reasonable period of time.''       On the eve of his nine-day trip to Asia, Obama was given a      series of options laid out by military planners with      differing numbers of new U.S. deployments, ranging from      10,000 to 40,000 troops. None of the scenarios calls for      scaling back the U.S. presence in Afghanistan or delaying the      dispatch of additional troops.       But Eikenberry's last-minute interventions have highlighted      the nagging undercurrent of the policy discussion: the U.S.      dependence on a partnership with a Karzai government whose      incompetence and corruption is a universal concern within the      administration. After months of political upheaval, in the      wake of widespread fraud during the August presidential      election, Karzai was installed last week for a second five-     year term.       In addition to placing the Karzai problem prominently on      the table, the cables from Eikenberry, a retired three-star      general who in 2006-2007 commanded U.S. troops in      Afghanistan, have rankled his former colleagues in the      Pentagon--as well as Gen. Stanley A. McChrystal, defense      officials said. McChrystal, the top U.S. and NATO commander      in Afghanistan, has stated that without the deployment of an      additional tens of thousands of troops within the next year,      the mission there ``will likely result in failure.''       Eikenberry retired from the military in April as a senior      general in NATO and was sworn in as ambassador the next day.      His position as a former commander of U.S. forces in      Afghanistan is likely to give added weight to his concerns      about sending more troops and fan growing doubts about U.S.      prospects in Afghanistan among an increasingly pessimistic      public and polarized Congress.       Although Eikenberry's extensive military experience and      previous command in Afghanistan were the key reasons Obama      chose him for the top diplomatic job there, the former      general had been reluctant as ambassador to weigh in on      military issues. Some officials who favor an increase in      troops said they were surprised by the last-minute nature of      his strongly worded cables.       In these and other communications with Washington,      Eikenberry has expressed deep reservations about Karzai's      erratic behavior and corruption within his government, said      U.S. officials familiar with the cables. Since Karzai was      officially declared reelected last week, U.S. diplomats have      seen little sign that the Afghan president plans to address      the problems they have raised repeatedly with him.       U.S. officials were particularly irritated by a interview      this week in which a defiant Karzai said that the West has      little interest in Afghanistan and that its troops are there      only for self-serving reasons.       ``The West is not here primarily for the sake of      Afghanistan,'' Karzai told PBS's ``The NewsHour With Jim      Lehrer'' program. ``It is here to fight terrorism. The United      States and its allies came to Afghanistan after September 11.      Afghanistan was troubled like hell before that, too. Nobody      bothered about us.''       Karzai expressed indifference when asked about the      withdrawal of most of the hundreds of U.N. employees from      Afghanistan after a bombing late last month in Kabul. The      blast killed five foreign U.N. officials.       ``They may or may not return,'' he said. ``I don't think      Afghanistan will notice it.''       Eikenberry also has expressed frustration with the relative      paucity of funds set aside for spending on development and      reconstruction this year in Afghanistan, a country wrecked by      three decades of war. Earlier this summer, he asked for $2.5      billion in nonmilitary spending for 2010, a 60 percent      increase over what Obama had requested from Congress, but the      request has languished even as the administration has debated      spending billions of dollars on new troops.       The ambassador also has worried that sending tens of      thousands of additional American troops would increase the      Afghan government's dependence on U.S. support at a time when      its own security forces should be taking on more      responsibility for fighting. Before serving as the commander      of U.S. forces in Afghanistan, Eikenberry was in charge of      the Afghan army training program.       Each of the four options that were presented to Obama on      Wednesday were accompanied by troop figures and the estimated      annual costs of the additional deployments, roughly      calculated as $1 billion per thousand troops. All would draw      the United States deeper into the war at a time of economic      hardship and rising fiscal concerns at home.       Secretary of State Hillary Rodham Clinton and Defense      Secretary Robert M. Gates have backed a major increase in      U.S. forces to drive the Taliban from populated areas and      provide Afghan security forces and the government the space      to snuff out corruption and undertake development projects.      They have argued that only a large-scale counterinsurgency      effort can produce a strong Afghan government capable of      preventing the country from once again become an al-Qaeda      haven.       Those views have been balanced in internal deliberations by      the hard skepticism of other Obama advisers, led by Vice      President Biden. They have argued for a more narrow      counterterrorism strategy that would not significantly expand      the U.S. combat presence.       The most ambitious option Obama received Wednesday calls      for 40,000 additional U.S. troops, as outlined by McChrystal      in his stark assessment of the war filed in late August.       Military planners put the additional annual cost of      McChrystal's recommendation at $33 billion, although White      House officials say the number is probably closer to $50      billion. The extra troops would allow U.S. forces to attempt      to take back and hold several Taliban havens in the southern      and eastern regions of Afghanistan.       One compromise option put forward by the Pentagon, with the      backing of Gates, would deploy an additional 30,000 to 35,000      U.S. troops--fewer than McChrystal's optimal number to carry      out his strategy--and rely on NATO allies to make up the      5,000- to 10,000-troop difference. The third option, known by      military planners as ``the hybrid,'' would send 20,000      additional U.S. troops to shore up security in 10 to 12 major      population areas. In the rest of the country, the military      would adopt a counterterrorism strategy targeting forces      allied with the Taliban and al-Qaeda, primarily in the north      and east, with fighter jets, Predator drones and Special      Operations troops that leave a light U.S. footprint on the      ground. The military puts the annual cost of that option at      $22 billion.       The most modest option calls for deploying an additional      10,000 to 15,000 troops. While under consideration at the      White House, the proposal holds little merit for military      planners because, after building bases to accommodate 10,000      or so additional soldiers and Marines, the marginal cost of      adding troops beyond that figure would rise only slightly."
77945a5b6da93e85edcdac84a246ef51,2010-02-24,IN TRIBUTE TO REPRESENTATIVE JOHN P. MURTHA OF PENNSYLVANIA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Years ago, when I was convinced that we should push forward quickly with development of the Predator UAV, Jack listened to my reasons and helped me push through the funding that has produced one of our most valuable weapons in the War on Terror."
28d3cad8d7b55dd3e418adb20766963d,2003-05-13,STATEMENTS ON INTRODUCED BILLS AND JOINT RESOLUTIONS,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"(a) Report Required.--(1) The Secretary of Defense shall      summit to the congressional defense committees, not later      than March 31, 2004, a report on the conduct of military      operations under Operation Iraqi Freedom.       (2) The report shall be prepared in consultation with the      Chairman of the Joint Chiefs of Staff, the Commander of the      United States Central Command, and such other officials as      the Secretary considers appropriate.       (b) Content.--(1) The report shall include a discussion of      the matters described in paragraph (2), with a particular      emphasis on accomplishments and shortcomings and on near-term      and long-term corrective actions to address the shortcomings.       (2) The matters to be discussed in the report are as      follows:       (A) The military objectives of the international coalition      conducting Operation Iraqi Freedom, the military strategy      selected to achieve the objectives, and an assessment of the      execution of the military strategy.       (B) The deployment process, including the adaptability of      the process to unforeseen contingencies and changing      requirements.       (C) The reserve component mobilization process, including      the timeliness of notification, training, and subsequent      demobilization.       (D) The use and performance of major items of United States      military equipment, weapon systems, and munitions (including      items classified under special access procedures and items      drawn from prepositioned stocks) and any expected effects of      the experience with the use and performance of those items on      the doctrinal and tactical employment of such items and on      plans for continuing the acquisition of such items.       (E) Any additional identified requirements for military      equipment, weapon systems, and munitions, including mix and      quantity for future contingencies.       (F) The effectiveness of joint air operations, including      the doctrine for the employment of close air support in the      varied environments of Operation Iraqi Freedom, and the      effectiveness of attack helicopter operations.       (G) The use of special operations forces, including      operational and intelligence uses.       (H) The scope of logistics support, including support from      other nations.       (I) The incidents of accidental fratricide, together with a      discussion of the effectiveness of the tracking of friendly      forces and of the combat identification systems in mitigating      friendly fire incidents.       (J) The adequacy of spectrum and bandwidth to transmit all      necessary information to operational forces and assets,      including unmanned aerial vehicles, ground vehicles, and      individual soldiers.       (K) The effectiveness of information operations, including      the effectiveness of Commando Solo and other psychological      operations assets, in achieving established objectives,      together with a description of technological and other      restrictions on the use of psychological operations      capabilities.       (L) The effectiveness of the reserve component forces used      in Operation Iraqi Freedom.       (M) The adequacy of intelligence support to the warfighter      before, during, and after combat operations, including the      adequacy of such support to facilitate searches for weapons      of mass destruction.       (N) The rapid insertion and integration, if any, of      developmental but mission-essential equipment during all      phases of the operation.       (O) The most critical lessons learned that could lead to      long-term doctrinal, organizational, and technological      changes, and the probable effects that an implementation of      those changes would have on current visions, goals, and plans      for transformation of the Armed Forces.       (c) Forms of Report.--The report shall be submitted in      unclassified form, but may also be submitted in classified      form if necessary."
00e570c76f3b7adcb6985dc550bab872,2003-05-15,MORE HOMELAND HEROES,Thomas,Tancredo,Republican,M,COLORADO,599,"Another time a small plane was coming through, and the radar facilities used by the marines, employed by the marines picked it up. It was intercepted. It was also full of narcotics. These would have certainly gone through easily as they had done many times in the past had it not been for the fact that the military was there using military assets, including three drones. These were old, old 1991 model drones, the kind we used in the Gulf War, and they are noisy, but they did the job."
9458ac71362e6f00bcc6fdcf96d45b42,2010-05-28,NATIONAL DEFENSE AUTHORIZATION ACT FOR FISCAL YEAR 2011,Dennis,Kucinich,Democrat,M,OHIO,220,"According to the United Nations, air strikes continue to be the leading cause of civilian deaths in Afghanistan, despite the Administration's claims that avoiding civilian casualties is a cornerstone of the Afghan strategy. Innocent Afghanis are killed, detained or threatened in frequent night raids conducted by North Atlantic Treaty Organization (NATO) forces, while Afghan President Hamid Karzai buys million-dollar villas in Dubai. This bill also authorizes $4.9 billion for ammunition and weapons systems, including for Unmanned Aerial Vehicles--or drones--that conduct indiscriminate attacks against suspected militants in Pakistan. According to a study conducted by the New America Foundation, three civilians die for every suspected militant killed by a Central Intelligence Agency (CIA) drone in Pakistan."
5e2b060bf80432d356163d8c3b9344de,2010-05-27,NATIONAL DEFENSE AUTHORIZATION ACT FOR FISCAL YEAR 2011,John,Conyers,Democrat,M,MICHIGAN,221,"Those are powerful words and they speak to a universal truth: When we love and care for one another, we do not need to rely on nuclear weapons, Virginia-class submarines, or other tools of destruction to secure ourselves and our families. We don't need to invest 26.5 million in ``counter-ideology initiatives,'' when our national policy is to export hope and dignity instead of Predator drone missiles. The death of a family member and the humiliation associated with a night raid is what radicalizes someone to the point where they seek to harm the American people. We can and we must stop these destructive practices if we hope to win over our brothers and sisters in the Muslim world."
a0616ba0b45dc7dc70731a85e58cdf27,2010-05-27,House of Representatives,Steny,Hoyer,Democrat,M,MARYLAND,221,"Democrats in Congress have worked closely with President Obama to fight our enemies, promote our interests, and support our troops and their families, compiling a record of securing our Nation in stronger and smarter ways. We have strengthened America's military by putting new and better weapons into the battlefield, like more aerial drones. We have killed or captured much of the top leadership of al Qaeda and the Taliban. And for the first time, there is a clear plan for a way forward in Afghanistan, which, frankly, was neglected for years under the previous administration."
276239f4eeb725777410586e9b3a7d39,2010-05-27,House of Representatives,Bill,Foster,Democrat,M,ILLINOIS,221,"I rise in support of an amendment which would direct the Secretary of Defense to commission an independent study assessing the optimal balance of manned versus unmanned aircraft, as well as whether our military is capable of defending against an enemy force consisting of unmanned aerial vehicles. I believe it's the duty of Congress to ask hard questions and to take the long view of matters on national security."
0e653b7e512c03a691828ede8a2193cf,2010-05-27,House of Representatives,Bill,Foster,Democrat,M,ILLINOIS,221,"In Afghanistan and Iraq, we've already seen how UAV technology has revolutionized warfare and how rapidly we can launch an attack half a world away without risking a single American life. Between 2002 and 2008, the number of unmanned aircraft used by the Department of Defense increased from 167 to over 6,000. This year for the first time in history, the Air Force trained more UAV pilots than traditional fighter pilots."
0f0bb85b8b9693bd056b9c030f444d59,2010-05-27,House of Representatives,Bill,Foster,Democrat,M,ILLINOIS,221,"As I was explaining that this year for the first time in history, the Air Force trained more UAV pilots than traditional fighter pilots. However, our fleet of unmanned aircraft has expanded, and we have also maintained and continued to build a large force of conventional manned aircraft."
8433a7d4b3f4d645609f9f9a39223f4e,2010-05-26,HONORING THE LIFE AND SERVICE OF JOHN VINCENT PANGELINAN GERBER,Madeleine,Bordallo,Democrat,F,GUAM,222,"Let me begin by saying what a distinct honor it is to stand      before you on this altar today in the presence of this      beloved and storied Marine, and represent with this eulogy      the memories, sorrow, gratitudes and condolences of all      United States Marines around the globe who have had the      privilege of knowing John Gerber. And I use the past tense      loosely here, because there are many United States Marines      yet to come who will also undoubtedly have the privilege of      getting to know John and his legacy while visiting his      Pacific War Museum--an unyielding and enduring structure of      steel and iron, lovingly filled with artifacts of sacrifice      and recollections of wartime faithful devotion--built by John      Gerber's hands, to withstand the rigors of time. In many      ways, John and the Museum itself are one in the same--     steadfast, lasting, loyal, engaging, welcoming, enlightening,      forgiving, hallowed, and revered. Timeless qualities that      transcend any earthly existence.       I first heard the name ``John Gerber'' about four years ago      in 2006 in an unlikely place. I was sitting in the Incheon      International Airport in Seoul, Korea awaiting a late-night      flight to Guam for Alliance talks between senior U.S. and      Korean military leaders. The mere fact that I remember that      moment speaks volumes about John, in and of itself. I wasn't      part of the specific conversation at the airport, and like      most staff officers who carry the laptops and briefing books      for the senior officers, I was only pretending to be      attentive as I sat on the periphery of two general officers,      one couch over in the airport terminal, who were engaged in      what appeared to me to be largely irrelevant banter. Amidst      the sleep-inducing drone I suddenly heard a sentence that      leaped-out at me with alarming clarity and purpose:      ``Nobody's done more for the Marine Corps' legacy on Guam      than John Gerber.'' Needless to say, I was intrigued and      leaned-in to see if I could hear more. With frustration,      however, I leaned back in my chair as the sentence ended      right there, with the two Generals nodding to each other in      stern, solemn agreement. My intrigue would have to remain      unsolved--one of the unfortunate aspects of ``experience''      in the Marine Corps--for I had learned many years before      that it would not have been wise at that moment for the      LtCol--one couch over--to interrupt two Generals engaged      in a private conversation by asking: ``Excuse me, Sir--Who      is John Gerber?''       2nd Lieutenant Loynd might have asked. . . .       But the sentence stayed with me, and it wouldn't be until      April of last year in 2009 that I would finally gain the      honor of meeting The Man. Since then, I have found myself      often repeating the same sentence, in my own conversations,      with the same clarity, distinction and purpose that I heard      it with four years ago: ``Nobody's done more for the Marine      Corps' legacy on Guam than John Gerber.'' Truer words were      never spoken.       Knowing what I know now about John and what he means to the      Marine Corps and our heritage, I should have interrupted the      generals four years ago with my question. Instead of the      expected steely-eyed glare for interrupting, I'm certain that      I would have been educated in a heartfelt way about the Man      and his incredible legacy. The General's response most likely      would have been something like: ``Well Bob, let me tell you      about my friend John Gerber. . . .''       What he would have told me would have been a reverent tale      about a man who devotes every waking moment of his life to      serving others, to honoring the legacy of sacrifice and      commitment by those veterans who demonstrated the full      measure of devotion to their country and their comrades, and      about a man who loves the Marine Corps and his fellow Marines      with every fiber of his being.       When I did finally meet John in April of 2009 at his      museum, I immediately sensed something unique--that I was in      the presence of a man so humble and modest, but yet so      commanding and persuasive at the same time. I was on an      advanced visit to Guam a couple of months prior to moving      here from my assignment at Headquarters Marine Corps. My      predecessor on Guam, Col. Paul Brier, made sure to bring me      to the Museum to meet John on the very first day of my visit.      We were immediately greeted by John around the back, his      Marine Corps ball cap tilted back on his head, his gray      ``Marines'' t-shirt soaked through with sweat and covered      with twigs, mulch, and sawdust. I was meeting a man of the      earth, imbued with an ethic of labor and hard work. Shaking      his hand, the roughness of his palm immediately told me the      story. But I was also meeting a man of tremendous intellect,      as I learned more in the first five minutes about Guam's      cross-cultural history and conflicts than my jet-lagged brain      could absorb. We went through the museum and I was machine-     gunned by John with not only Marine history about the 3rd      Marine Division at Asan and the 1st Marine Provisional      Brigade at Agat, but very personal tales of courage, heroism,      love and devotion. Of men like Medal of Honor recipient Capt.      Louis Wilson, and Catholic Priest Father Duenas; about      hometown Chamorro Marine Corps officers and leaders such as      Capt. Peter Siguenza and BGen Ben Blaz, about Underwood and      Puller and about the 1,548 United States Marines who      gallantly gave their lives in the Liberation of Guam. And      true to his character, John presented a balanced and open-     minded perspective, as we transitioned to the other wing of      the museum where I was overwhelmed with his equally in-depth      knowledge of the Japanese perspectives of the war.       Our relationship would grow over the next year and I would      routinely turn to John for help in ensuring that our visiting      Marines--his Marines--were well taken care of.       Two months ago, I was asked to write a letter of      recommendation to support the nomination of John to receive      the prestigious ``Colonel John H. Magruder III Award'' from      the Marine Corps Heritage Foundation in Quantico, Virginia.      Once again, I found myself using that famous sentence from      Korea. And I quote the final paragraph of my letter of      recommendation:       ``Over the course of the past two decades, no person has      done more to honor the history and reputation of the United      States Marine Corps on Guam than John Gerber. His Pacific War      Museum remains a sole outpost of Marine Corps heritage in the      vast Mid-Pacific. Visited by commandants, generals,      congressmen, Marines, history enthusiasts, tourists, children      and citizens of various nations alike, John's museum both      inspires and brings contemplative reflection. For his      tireless devotion to depicting the legacy, service and      history of the United States Marine Corps in the Pacific, I      can think of no finer recipient of the ``Colonel John H.      Magruder III Award'' than John Gerber.''       I have high hopes that this award will come true. But in my      mind, there was no greater local recognition of John's      devotion than to see him and Mel sitting next to BGen Ben      Blaz as Guests of Honor for the performance of the storied      Marine Corps Battle Color Detachment at Asan Beach this past      March--a first ever performance on Guam that could not have      been a success, without, once again, John Gerber's legendary      passion, love, devotion and work-ethic. John singlehandedly      prepared the Asan Park for a performance befitting the      Marines from 8th and I. And because of that --they will be      back. And I know they will be playing a tune for John.        Rudyard Kipling once wrote:"
3a71fd3931cc4b143f819b120c3cd4b8,2010-05-26,MAKING EMERGENCY SUPPLEMENTAL APPROPRIATIONS FOR FISCAL YEAR 2010,John,Cornyn,Republican,M,TEXAS,1683,"The distinguished Senator is the ranking member on the Armed Services Committee. He is well aware of the use of the military unmanned aerial vehicles and, I believe--and I think he would agree with me--they could be used as a good effect, as a multiplier effect for the Border Patrol and National Guard there, something that could be used for training purposes for the National Guard, who have had experience using those in Iraq and Afghanistan."
f88c8755e71c36d2e32a6401f647ebcb,2010-05-26,MAKING EMERGENCY SUPPLEMENTAL APPROPRIATIONS FOR FISCAL YEAR 2010,Kay,Hutchison,Republican,F,TEXAS,953,"Another amendment offered by Senator Cornyn, which I also cosponsor, will drastically increase support for law enforcement at every level, Federal, State, and local. I wish to speak particularly to the portion of Senator Cornyn's amendment that funds the unmanned aerial vehicle, the UAVs as we call them, which I introduced in committee and on the floor as stand-alone amendments."
1a6f38426c5f6c576dfb867baed5974f,2002-07-24,INTELLIGENCE AUTHORIZATION ACT FOR FISCAL YEAR 2003,Porter,Goss,Republican,M,FLORIDA,163,"Other members of committee will highlight certain provisions of the bill, so I am not going through them. I will make the point, however, that certain lessons are involved in the getting back to the basics part of this. They include: That the way to gain the most vital information, plans and intentions of the enemy, what they are actually thinking of doing, is more often than not to be physically close to the target, that is the right way to do it, whether that is through the human agent assets or assets of other types, like technical assets or such things an unmanned aerial vehicles or manned aircraft, even."
65fc74aa8b91e9566a1c3f6391bf4626,2002-07-24,INTELLIGENCE AUTHORIZATION ACT FOR FISCAL YEAR 2003,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"As is well known from press accounts, unmanned aerial vehicles performed superbly in Afghanistan. With some exceptions in the past, reconnaissance systems flew over or passed the battlefields in a matter of seconds or minutes, and therefore provided only a sort of snapshot of what was going on. Given the time delays in getting that information to our tactical forces, it was extremely difficult to attack mobile targets. What these UAVs provide is persistence, a constant presence. Once targets are detected, UAV's can loiter and track them until an attack can be mounted as demonstrated repeatedly in Afghanistan."
102aec292c1018d2bda4efa8a395579e,2002-07-24,INTELLIGENCE AUTHORIZATION ACT FOR FISCAL YEAR 2003,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Now the Secretary of Defense and the Chairman of the Joint Chiefs are advocating adding persistent surveillance capability from space. For example, by launching many small radar satellites that can detect and track moving vehicles. I believe this is the direction next generations collection systems must take. DOD is also right to plan on buying many UAV's and equipping them with capable sensor, but so far DOD has failed to plan to buy the communication and ground processing capacity necessary to support these platforms."
52ae99de5f0c0224a70392e89199047b,2002-07-25,BOB STUMP NATIONAL DEFENSE AUTHORIZATION ACT FOR FISCAL YEAR 2003,Robert,Stump,Republican,M,ARIZONA,162,"(a) Report.--Not later than January 1, 2003, the Secretary      of Defense shall submit to Congress a report on unmanned      aerial vehicle systems of the Department of Defense.       (b) Matters To Be Included Concerning Unmanned Aerial      Vehicle Systems.--The Secretary shall include in the report      under subsection (a) the following, shown for each system      referred to in that subsection:       (1) A description of the infrastructure that the Department      of Defense has (or is planning) for the system.       (2) A description of the operational requirements document      (ORD) for the system.       (3) A description of the physical infrastructure of the      Department for training and basing.       (4) A description of the manner in which the Department is      interfacing with the industrial base.       (5) A description of the acquisition plan for the system.       (c) Suggestions for Changes in Law.--The Secretary shall      also include in the report under subsection (a) such      suggestions as the Secretary considers appropriate for      changes in law that would facilitate the way the Department      acquires unmanned aerial vehicle systems."
